text,label
 U r welcome pal  u truly deserve 2 be followed,positive
Its great productivity app but not the one that motivates me or to fun to use personally. The game theme is cool but not the one I like. I like the original task apps better with all neat features since this one doesn't really have any.,neutral
No month view?? How hard is it to find a decent calendar with a whole month view,negative
*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,negative
 http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,positive
 I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,neutral
Good premise. Just doesn't sync with any calendars. Unhelpful guide,neutral
I`m tired. I think I`m becoming too old to go out.,negative
 really??,neutral
 http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,positive
 i`ve got really bad arthritus in my left hand. I cant use my thumb at all,negative
Got people don`t let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,negative
Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,neutral
Love the look of this agenda. List feature is great way to track & complete to do lists!,positive
"Nice and useful app. Feels quite buggy though, and the party chat goes the wrong way if you're used to any other chat app.",neutral
Its pretty good so far. My dailies just seem to never reset though. I got a streak of 2 and from then on it never moved forward,positive
 mark harmon just got shot on my tv,neutral
my head feels sooooooooooo much better,positive
" BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",positive
ugh! looks like it can rain any min now,negative
Keeps crashing...pathetic,negative
Amazing app but the extremely buggy ui have made the app irritating to use and sometime unusable without a restart.,positive
FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,neutral
" time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",neutral
"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",neutral
wanna do some sessions with ronnie he da bomb u know?,positive
Missing Nate more than usual tonight,negative
headache  wanna see my Julie,negative
is now on twitter.....,neutral
Day off with nothing to do,neutral
"Plz ???❤1.Widget that shows the current date, list of upcoming events, 1 click option to open calendar 2.Ability to set reminders/alerts for scheduled events 3. Ability to sync to phone's stock calendar (Android) 4.Additional settings ability to customize the color of the circle indicating current date 5. Ability to actually see the inspirational quotes in the app even if a new tab was necessary 6.Ability to create tasks and designate their priority as high, low or routine along with the option",positive
  awww lol yh it is worth it-  mcfly are worth it 2  eekk,positive
Tonight was fun. Love my girl Tanna!,positive
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don`t know what to do.  #MyPowerBookG4RIP,negative
" hi my love! Im ok, just trying to get thru these finals, they`re going to be the DEATH of me. how are you",neutral
tonights been boring!,negative
I found that the several tabs was unnecessary and prevents me to be productive. We have to pay for an app to get reminders. I'll rather use an app with ads if the reminder function is gone,neutral
That sucks that u have 2 go through that  id b pissed 2,negative
It's Good,positive
_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,positive
"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",negative
I`m going to miss my iMac so much over the next month.,negative
Hi this is http://gayorbispace.com We hope everybody is having a safe & fun weekend,positive
"I never give reviews. I believe in if you don't have anything nice to say, don't say it. My issue is not with the app itself, its the fact that I have been charge every single month for over a year! I have reached out to the developer many times and nothing. There is NO subscription for me to cancel...I am really over it with this!!!",negative
"When trying to add from the widget, it does not add to the selected list, instead it adds to tasks. Very annoying. This makes the widget borderline useless.",neutral
" So far (with the exception of the rain), my morning is Great.  But I won`t let it dampen my day",positive
I LOVE CHICAGO.   Tonight was AMAZING!!,positive
Guys will go see Constance 	 logically,neutral
_tall_blonde   ~~Hello~~~  and thanks for the follow.,positive
" i had to get the same sized jeans, i couldnt get my hips into the 14`s",negative
This basically is just a purple version of Google calendar. It has the almost exact same layout as Google calendar without any extra features. I wanted to use this as planner for school seperate from my calendar but there was no way to have it not sync with Google. Don't bother getting this app just use calendar directly.,negative
Good replacement for Wunderlist. Missing the possibility to create to-do by sending email.,positive
watching Bolt with my brothers and my mom.,neutral
I`m excited for the things for Jay`s room to arrive,positive
So I love my mac but msn doesn`t work on it still,neutral
 - and yes i like the vids,positive
"I wanted an app that would allow me to create grocery lists from web/desktop but access them from mobile. At the time of writing, this functionality still isn't fully working. Grocery lists are categorized on mobile, but the web version just shows a single list with all items mixed together. Auto-categorization has been working on mobile since 2018, but the developers still have not bothered to port this important feature to desktop. Also, I feel that far too many of the options are locked down for premium users, even trivial options like background colors.",neutral
